SDAccel Profile Summary
Generated on: 2019-08-20 00:25:05
Msec since Epoch: 1566260705394
Profiled application: helloworld
Target platform: Xilinx
Tool version: 2018.3
Target devices: xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0
Flow mode: CPU Emulation

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateProgramWithBinary,1,13.8798,13.8798,13.8798,13.8798,
clWaitForEvents,1,3.73029,3.73029,3.73029,3.73029,
clEnqueueNDRangeKernel,2,1.18218,0.132651,0.591091,1.04953,
clEnqueueWriteBuffer,1,0.267196,0.267196,0.267196,0.267196,
clEnqueueReadBuffer,1,0.193833,0.193833,0.193833,0.193833,
clSetKernelArg,2,0.080808,0.010575,0.040404,0.070233,
clGetExtensionFunctionAddress,2,0.043808,0.004695,0.021904,0.039113,
clGetPlatformInfo,12,0.043477,0.003225,0.00362308,0.006121,
clGetEventProfilingInfo,2,0.030376,0.005859,0.015188,0.024517,
clCreateKernel,2,0.026968,0.006488,0.013484,0.02048,
clCreateBuffer,2,0.021312,0.004368,0.010656,0.016944,
clCreateContext,1,0.010556,0.010556,0.010556,0.010556,
clGetDeviceIDs,1,0.008596,0.008596,0.008596,0.008596,
clReleaseKernel,2,0.008071,0.003829,0.0040355,0.004242,
clCreateCommandQueue,1,0.007827,0.007827,0.007827,0.007827,
clBuildProgram,1,0.007617,0.007617,0.007617,0.007617,
clFinish,1,0.006567,0.006567,0.006567,0.006567,
clReleaseMemObject,1,0.005852,0.005852,0.005852,0.005852,
clReleaseCommandQueue,1,0.004364,0.004364,0.004364,0.004364,
clReleaseProgram,1,0.004245,0.004245,0.004245,0.004245,
clReleaseContext,1,0.004115,0.004115,0.004115,0.004115,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
kernel0,1,4.63969,4.63969,4.63969,4.63969,
kernel1,1,4.67475,4.67475,4.67475,4.67475,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),
xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,kernel0_1,kernel0,10:1:1,1:1:1,10,2.76973,0.005348,0.276973,0.605704,300,
xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,kernel1_1,kernel1,10:1:1,1:1:1,10,2.66597,0.001099,0.266597,0.688113,300,


Data Transfer: Host and Global Memory
Context:Number of Devices,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Total Time (ms),Average Time (ms),


Data Transfer: Kernels and Global Memory
Device,Compute Unit/Port Name,Kernel Arguments,Memory Resources,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Latency (ns),


Top Data Transfer: Kernels and Global Memory
Device,Compute Unit,Number of Transfers,Average Bytes per Transfer,Transfer Efficiency (%),Total Data Transfer (MB),Total Write (MB),Total Read (MB),Total Transfer Rate (MB/s),


Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
21605664,kernel1,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,19.9318,4.67475,10:1:1,1:1:1,
21604528,kernel0,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,20.0063,4.63969,10:1:1,1:1:1,


Top Buffer Writes
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
0,0,0,19.8038,N/A,1,N/A,


Top Buffer Reads
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
4096,0,0,24.7952,N/A,1,N/A,


PRC Parameters
Parameter,Element,Value,
DEVICE_EXEC_TIME,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,4.714208,
CU_CALLS,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0|kernel0_1,10,
CU_CALLS,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0|kernel1_1,10,
MEMORY_BIT_WIDTH,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,512,
MIGRATE_MEM,host,0,
DDR_BANKS,,2,
PORT_BIT_WIDTH,kernel1_1/m_axi_gmem,32,
PORT_BIT_WIDTH,kernel0_1/m_axi_gmem,32,
KERNEL_COUNT,kernel0,1,
KERNEL_COUNT,kernel1,1,
OBJECTS_RELEASED,all,0,

